solution_id,solution_short_name,solution_short_desc,submission_languages,ecosystem_restoration_verification,alternative_credit_scoring,generative_grant_proposal_writing,predictive_infrastructure_maintenance,multilingual_advisory_chatbots,pest_disease_outbreak_prediction,renewable_grid_load_balancing,hyper_local_weather_hazard_forecasting,precision_agriculture_advisory,infrastructure_integrity_monitoring,automated_impact_reporting_viz,groundwater_resource_forecasting,scalability_replication_modeling,long_term_climate_suitability_modeling,automated_land_use_cover_change_detection,digital_mrv_measurement_reporting_verif,personalized_behavioral_nudging,adaptive_learning_training_platforms,vulnerability_equity_targeting,supply_chain_logistics_optimization,voice_first_community_sentiment_analysis,stakeholder_donor_matching,knowledge_synthesis_retrieval,biodiversity_bio_acoustics_id
756,"The Salto de Agua Farming Group with the support of CONANP, the National Commission of Natural Protected Areas",,,0.05248205,0.078810099,0.067213973,0.055702552,0.079323148,0.110786791,0.081151471,0.109220353,0.134387474,0.114905028,0.103196489,0.124776161,0.086010189,0.118202687,0.157234257,0.135650262,0.110875393,0.125645536,0.13569172,0.147961581,0.166186056,0.149626892,0.162774529,0.162366907
837,Chitemene Alternative,,,0.064820896,0.082141573,0.090222393,0.086702829,0.087504394,0.120490494,0.088283909,0.113196663,0.150299042,0.120588799,0.099610605,0.115094816,0.08924112,0.107496865,0.12020825,0.136737259,0.102209499,0.127467896,0.143033837,0.162841512,0.143072792,0.163906782,0.168107705,0.155741928
1111,ProDelphinus,,,0.049589474,0.081692262,0.092020592,0.081302927,0.075963008,0.087140452,0.07320362,0.091700797,0.121322891,0.110781989,0.143831662,0.088179651,0.08738429,0.156841706,0.129333588,0.139822439,0.11047479,0.129263575,0.160983256,0.141281294,0.152380062,0.169081746,0.167040167,0.169955471
618,Sarapis,,,0.042674861,0.086878103,0.09053863,0.086796645,0.090737498,0.095509385,0.08326203,0.125096478,0.132780472,0.096662271,0.139084862,0.081781376,0.105924591,0.101909687,0.097276472,0.166602765,0.10825006,0.116650939,0.19238757,0.181119976,0.155221929,0.135036993,0.141343679,0.16377054
59,Zest Labs,,,0.063980657,0.086702594,0.06627988,0.114414285,0.07427715,0.085319048,0.090708957,0.08722242,0.155392872,0.102131555,0.144545558,0.101827599,0.107280817,0.108783909,0.117045447,0.156018273,0.13931555,0.127304204,0.172236248,0.216363713,0.14759085,0.1490991,0.174602254,0.165998908
1063,Mount Kenya Ewaso Water Partnership (MKEWP),,,0.063663007,0.061559048,0.060545271,0.079258377,0.064591724,0.097157834,0.072465255,0.092970333,0.11621501,0.102177547,0.170641333,0.149692548,0.086821818,0.11456166,0.123330837,0.135250926,0.128714162,0.163530799,0.15407026,0.165115204,0.148414843,0.19178766,0.157926282,0.184524665
186,Cordaid,,,0.043051147,0.032852503,0.051109567,0.070157371,0.06742037,0.092628259,0.079032473,0.089708735,0.128628605,0.097447084,0.117741055,0.153640918,0.079979918,0.089319625,0.139587178,0.114864543,0.106172823,0.118227748,0.128274347,0.147512545,0.135097122,0.15646429,0.124732704,0.149039469
153,Environmental Dashboard Oberlin College,,,0.041013852,0.049507227,0.05147456,0.058353069,0.072420514,0.07396389,0.090126198,0.102509533,0.089251326,0.083242576,0.168615238,0.162974666,0.100079244,0.085999064,0.096285266,0.137650872,0.116328622,0.102712581,0.126503775,0.124980708,0.161490046,0.109461613,0.144391779,0.123750173
782,Azuero Earth Project,,,0.0804155,0.063991214,0.042289538,0.068080526,0.074820067,0.091529154,0.076599868,0.155799197,0.132910537,0.131766593,0.119305256,0.154206729,0.111977091,0.205141956,0.143643016,0.199851375,0.115385608,0.122017553,0.159404851,0.156722585,0.152044088,0.161776598,0.184569392,0.22839075
783,"Islamic Relief, Bangladesh",,,0.086716886,0.05187823,0.049174656,0.067888276,0.054487934,0.075304706,0.074344543,0.181460702,0.12187892,0.11502738,0.120009342,0.120456678,0.113455307,0.142358014,0.138484176,0.138496823,0.12601335,0.147488299,0.169469336,0.16686532,0.161356617,0.171660738,0.187302745,0.199956198
757,Community Based Adaptation to Climate Change through Coastal Afforestation (CBACC-CF) Project,,,0.11679231,0.063315589,0.049960058,0.06406745,0.07856085,0.07885595,0.082201368,0.225556379,0.117606584,0.124951599,0.1113117,0.117774235,0.126255178,0.165760355,0.15484442,0.159508949,0.119077224,0.127519145,0.183169707,0.16065091,0.148118282,0.161860025,0.189056502,0.222270067
786,"Network of Sustainable Livelihoods Catalysts, Inc",,,0.110963062,0.03002098,0.045941576,0.070971567,0.08344687,0.062708299,0.084343316,0.160350897,0.103666237,0.110927478,0.103401906,0.110125578,0.10094679,0.117288293,0.140747292,0.123316049,0.110961746,0.108060225,0.142152786,0.145527346,0.160409909,0.135249882,0.168462344,0.161633834
794,Santiri Foundation,,,0.1086215,0.052183259,0.055372525,0.107046882,0.103534984,0.087632681,0.094348699,0.165824561,0.114810674,0.121003007,0.081160302,0.093209602,0.11485116,0.131850774,0.149866667,0.12156378,0.119930927,0.122564636,0.158452191,0.160503741,0.158907372,0.164928485,0.158083535,0.162853696
621,Waggonner & Ball Architects,,,0.053701625,0.033367444,0.058968625,0.075447426,0.052616872,0.077476547,0.06179421,0.106793893,0.110893325,0.190283161,0.110075562,0.130984542,0.094921414,0.112108543,0.098863439,0.117931092,0.114626425,0.116408089,0.124550405,0.136034513,0.127454693,0.147814353,0.149470549,0.1392678
15,Excellent Development,,,0.042929965,0.085616267,0.050809829,0.082590168,0.067467822,0.106176947,0.078616886,0.108468897,0.118266935,0.213289066,0.112609131,0.134528547,0.092809639,0.10908461,0.112796614,0.147165182,0.10659303,0.099558687,0.137668724,0.167153649,0.129194088,0.137548512,0.18073308,0.142343083
107,1 Million Women,,,0.056172297,0.052824625,0.067091872,0.074066974,0.100643996,0.067782264,0.092923903,0.095433744,0.1011198,0.079626235,0.110502759,0.074963681,0.093475198,0.102459791,0.141840233,0.146226743,0.229171542,0.096438701,0.1484766,0.143714589,0.192350665,0.16556072,0.170473411,0.139274091
19,CoValence,,,0.061491606,0.082527532,0.055536459,0.093752536,0.08425552,0.071645762,0.097533261,0.104067606,0.069343298,0.08123044,0.12436504,0.100789945,0.110940014,0.095386528,0.113012437,0.165860263,0.224830354,0.103994046,0.157823102,0.162371631,0.151349915,0.133085209,0.164226957,0.127274629
148,Joro,,,0.059572237,0.110880568,0.080873366,0.10525028,0.113415135,0.090424004,0.101705346,0.104375837,0.112866729,0.073725475,0.133575218,0.073907605,0.113392787,0.105930531,0.14824829,0.17184505,0.242012411,0.106489481,0.1635392,0.147483288,0.20623108,0.134910603,0.162151666,0.140153745
841,Regional Sustainable Energy Center of Excellence,,,0.051055526,0.129133013,0.074739042,0.088582011,0.084431843,0.124113284,0.168052446,0.098317248,0.156429616,0.096262531,0.152960985,0.08403702,0.104274824,0.103654013,0.109919672,0.161642845,0.108508968,0.12719835,0.182116175,0.188880126,0.139360664,0.139005931,0.154186464,0.143307246
779,WORLD VISION UGANDA,,,0.072749959,0.096684252,0.061249133,0.081740267,0.070511793,0.140167615,0.100083183,0.179586848,0.150125831,0.094834447,0.124426886,0.126337423,0.098704026,0.123286301,0.121219461,0.135138892,0.122173242,0.138392647,0.163595404,0.175837786,0.183958805,0.153053633,0.159987425,0.166854264
776,Centre for Training and Integrated Research for ASALs development (CETRAD),,,0.077943611,0.126451139,0.049469253,0.07551117,0.072822744,0.137124236,0.070771893,0.13496138,0.186575683,0.117786871,0.103408083,0.114467864,0.099362447,0.161525627,0.12862568,0.134375177,0.10795331,0.131753864,0.187036642,0.154814707,0.155056209,0.15794253,0.194106416,0.164637834
450,Pabalelo Trust,,,0.055041473,0.12060382,0.075283195,0.064485799,0.093513281,0.148425497,0.105757424,0.115186615,0.18727837,0.096087455,0.103044886,0.114984637,0.116603984,0.106519202,0.145498049,0.143023137,0.117928864,0.135377324,0.181828291,0.182364448,0.160347461,0.172497217,0.195761574,0.174375825
308,International Centre for Integrated Mountain Development (ICIMOD): Resilient Mountain Villages,,,0.056197641,0.118240428,0.07123738,0.092816703,0.099934263,0.16851415,0.107950451,0.140621563,0.19089244,0.111156134,0.132386586,0.131415621,0.124958871,0.121169323,0.110532163,0.149510993,0.110219558,0.13656129,0.186646487,0.179034718,0.167632319,0.169626354,0.163384439,0.182352982
288,Anadolu Meralarƒ± - Savory Hub in Turkey,,,0.06351736,0.088014037,0.06799462,0.091578782,0.100881848,0.160340819,0.103267408,0.155986987,0.145113999,0.129344021,0.120223407,0.131933093,0.126548304,0.140547631,0.134429285,0.166088351,0.11640754,0.123877156,0.173928644,0.164380406,0.166634341,0.148958594,0.199459283,0.165782262
253,KHETEE,,,0.079730383,0.091838522,0.084109596,0.087688524,0.092011938,0.168922034,0.097907813,0.112822212,0.176916998,0.114606109,0.124252044,0.158566486,0.112495315,0.141894946,0.136901396,0.160412498,0.115923376,0.120534612,0.163466093,0.160293316,0.151243185,0.16397402,0.197114098,0.158705327
1073,Overseas Volunteer for a Better India,,,0.053428128,0.121816882,0.055018463,0.080310643,0.083072525,0.194346024,0.085223387,0.097031502,0.165284199,0.089970041,0.123086466,0.149382761,0.118561484,0.130245517,0.121797082,0.137939024,0.107943924,0.13264143,0.152371165,0.170301894,0.154374946,0.199453081,0.159429072,0.138157114
1027,Environment Conservation Society (SwitchON Foundation),,,0.052682376,0.107407294,0.068723012,0.082970367,0.085344862,0.179631554,0.100140166,0.11593087,0.142988366,0.097024388,0.124275456,0.15849942,0.0933423,0.113431556,0.137776262,0.151367501,0.118908697,0.099887092,0.147341668,0.1757431,0.146507284,0.156357468,0.182870636,0.172596576
523,Rocrops Agrotec,,,0.045883003,0.09757907,0.064898413,0.06304172,0.069040326,0.163303074,0.074627332,0.108298691,0.210174205,0.101464809,0.121805916,0.131087788,0.091979029,0.110629313,0.131433831,0.137796736,0.112789743,0.121583006,0.148683096,0.147729237,0.141118873,0.147562887,0.178447447,0.149621379
72,Jaya Organic Yojana (JOY),,,0.061593739,0.137540071,0.058546046,0.08074788,0.095121641,0.186498884,0.090049019,0.099217584,0.190562863,0.084031089,0.091577203,0.091779329,0.095694481,0.08845385,0.109889528,0.182680458,0.121285464,0.107973934,0.143995216,0.148587646,0.132934525,0.123114424,0.161242469,0.132657382
473,Bioversity International (CGIAR),,,0.051765729,0.116669173,0.056165681,0.074438484,0.097220998,0.130307941,0.097226809,0.11849038,0.136666134,0.118314238,0.115436664,0.103083881,0.106816647,0.226714088,0.146816393,0.158321332,0.117171894,0.121681345,0.174921566,0.165742091,0.165625913,0.15668014,0.194359897,0.191865669
648,Ya‚Äôaxch√© Conservation Trust,,,0.058842376,0.134296986,0.049553462,0.063341658,0.088369355,0.140612469,0.076528519,0.094221628,0.130337056,0.09600619,0.09834827,0.086846474,0.092247924,0.239350219,0.178111287,0.124098831,0.113308001,0.112632131,0.145116088,0.152927205,0.136091053,0.140235751,0.169541692,0.173899899
713,Thanal,,,0.047598489,0.100621578,0.050145159,0.042971648,0.0976471,0.130550835,0.078587653,0.092170917,0.117430381,0.108165846,0.091807564,0.085796363,0.09755072,0.175085049,0.137024333,0.105152962,0.08468117,0.108414459,0.148586737,0.144888005,0.143273716,0.152824701,0.158785656,0.115981188
139,Trees for the Future (TREES),,,0.042190068,0.125283471,0.04102051,0.068906131,0.081733305,0.136065822,0.066328484,0.088286495,0.115418828,0.080658558,0.085497207,0.080247402,0.083298882,0.121295973,0.097698441,0.129390266,0.093690264,0.090537044,0.121534726,0.116765487,0.116558144,0.124669526,0.134502795,0.136083664
504,Island Food Community of Pohnpei,,,0.045890352,0.112512564,0.048274422,0.075086501,0.082342801,0.062732887,0.088903184,0.100531554,0.115422413,0.081885409,0.089188603,0.085867819,0.08685734,0.142871994,0.107332512,0.162605931,0.114119794,0.104284303,0.12290865,0.146382296,0.130126676,0.126009618,0.143369968,0.163913297
345,EverGreen Agriculture Partnership,,,0.086938145,0.081023318,0.064671145,0.067803894,0.094365709,0.107517342,0.085965477,0.109015534,0.177253147,0.078519458,0.084644089,0.082320758,0.089255682,0.166951039,0.092543104,0.158881684,0.109565685,0.125827605,0.154363653,0.182200757,0.150478727,0.14867226,0.13696394,0.171593147
134,Department of Agronomy Inst. for Agric. Research Ahmadu Bello Univ. Zaria,,,0.054906705,0.102278399,0.045702357,0.055059077,0.067214259,0.122192059,0.07185892,0.085869815,0.244745995,0.087352001,0.100179428,0.08090926,0.082723331,0.10465928,0.102845335,0.119715987,0.097355727,0.119058531,0.136017546,0.142663222,0.130437627,0.136215397,0.167715767,0.169968148
832,"Water, Agroforestry, Nutrition and Development Foundation",,,0.027866785,0.077020234,0.066155714,0.045039647,0.069794854,0.101694493,0.071918256,0.127890275,0.15169453,0.079287092,0.085949055,0.078096534,0.081859182,0.130473904,0.109875038,0.128021799,0.084668196,0.089318686,0.130213587,0.130801873,0.13351907,0.099128894,0.165373149,0.135772623
486,Zai Na Tina Centre for Organic Systems,,,0.0554845,0.067541024,0.060918548,0.053382172,0.070380757,0.145715187,0.068609803,0.083009962,0.162165661,0.083138853,0.091143966,0.072191471,0.098430132,0.105155921,0.123887389,0.120603392,0.098340265,0.097836474,0.127793293,0.152582304,0.127537592,0.126460886,0.152337509,0.171878758
814,Society for Elimination of Rural Poverty,,,0.034210972,0.093241801,0.091656113,0.060867762,0.07792378,0.151875754,0.073436478,0.097595889,0.133740497,0.089145369,0.096837512,0.07206034,0.089109014,0.100389284,0.106232198,0.109518129,0.127205171,0.100624835,0.116239075,0.142723319,0.17271301,0.116801282,0.176160288,0.13437758
605,Buoyant Foundation Project,,,0.068736708,0.050092526,0.038700383,0.095805349,0.077437369,0.079323949,0.105486831,0.123685376,0.100293164,0.223581617,0.117695163,0.130458618,0.179467372,0.127433091,0.135449165,0.155391618,0.135650562,0.131233338,0.221191347,0.167826402,0.159313001,0.195145766,0.199563584,0.168101948
765,Academy of Gandhian Studies,,,0.058750589,0.062631482,0.053744067,0.118976235,0.084442955,0.104983897,0.108976982,0.168177477,0.113985915,0.134628486,0.145897144,0.208396024,0.106771488,0.13919408,0.126422329,0.120671261,0.10759391,0.141950546,0.162385118,0.164414353,0.168822455,0.182904973,0.166016206,0.16257497
777,AVVAI Village Welfare Society,,,0.061519528,0.052377959,0.059145461,0.113636184,0.085973435,0.11223254,0.093030741,0.194012812,0.136025115,0.142770639,0.124767758,0.151346921,0.117773755,0.138418172,0.129624086,0.131399518,0.110780197,0.148014292,0.181079326,0.165139669,0.177099955,0.193279809,0.157519795,0.168233835
781,National Trust of Fiji Islands,,,0.063368231,0.062338184,0.045376648,0.135457325,0.052447243,0.071216574,0.073326852,0.17715924,0.107582423,0.130861195,0.118426692,0.111338458,0.092139739,0.153934307,0.114733449,0.128260025,0.101472359,0.156872773,0.150088761,0.142852259,0.154712999,0.181922948,0.148791882,0.163073687
1071,Africa AHEAD,,,0.072464933,0.069027718,0.074388836,0.102075579,0.08874369,0.115963408,0.091869277,0.116752895,0.115048491,0.118673385,0.124326003,0.150187252,0.096984609,0.100173119,0.10506784,0.117220144,0.109525197,0.322005652,0.156129943,0.152071218,0.170438399,0.184551698,0.145569997,0.181583245
762,SOIL,,,0.055153682,0.067879117,0.060268031,0.081448794,0.087824558,0.170343148,0.098583073,0.13990568,0.208092393,0.114883224,0.106770401,0.098665248,0.123569117,0.136478785,0.117721364,0.162343046,0.106181319,0.242015859,0.157184259,0.156348042,0.157858153,0.142424381,0.166750508,0.162958626
1012,Banka BioLoo Limited,,,0.057576877,0.081273486,0.059519927,0.083615874,0.108712464,0.133391185,0.085028951,0.087934515,0.144650386,0.120064385,0.119773252,0.117812006,0.09721798,0.099061417,0.122187919,0.124311272,0.140255538,0.222141759,0.17020328,0.152278796,0.15478232,0.16346933,0.158817626,0.168089115
114,Friend In Need Trust,,,0.067224271,0.04133093,0.037821865,0.084128927,0.076618383,0.101515527,0.080330885,0.114790094,0.106435103,0.129639283,0.114654854,0.109714552,0.117003023,0.138001969,0.137620881,0.155223036,0.160350101,0.219128234,0.158821986,0.163143521,0.162663499,0.181689887,0.201275196,0.181803216
1067,Sustainable Organic Integrated Livelihoods (SOIL),,,0.05260311,0.052908159,0.045607268,0.073380335,0.065064387,0.140104024,0.077100253,0.093296478,0.151671751,0.083189863,0.097931823,0.107026445,0.132584706,0.095999006,0.107089331,0.139607704,0.116939728,0.309982104,0.151737987,0.146510081,0.147308395,0.133180577,0.150338927,0.137262453
1024,Wetlands Work Limited,,,0.045261224,0.06343567,0.054487473,0.084750703,0.082395664,0.094556795,0.07264624,0.101900484,0.106143363,0.079743237,0.089680297,0.113000371,0.166291166,0.07711167,0.073884368,0.094388661,0.073431998,0.258261008,0.118651265,0.132222199,0.12666505,0.118357843,0.12039181,0.103038
263,Opadivine Ventures,,,0.057569245,0.036689937,0.031251583,0.10651774,0.053588445,0.071140886,0.151071971,0.066429488,0.074789345,0.127685082,0.101133609,0.151737096,0.095758486,0.147314927,0.105975595,0.104650928,0.089615485,0.096700187,0.113766631,0.1117011,0.117207785,0.147434074,0.14296589,0.13195508
753,FUPROSOMUNIC,,,0.043891537,0.077728439,0.056727242,0.066924965,0.084146605,0.089952432,0.187698569,0.087907533,0.094799727,0.085713689,0.11753512,0.08258941,0.089566545,0.103448906,0.104520698,0.125955962,0.095778874,0.133922326,0.137311531,0.137002393,0.166541991,0.153786148,0.151044755,0.162320426
196,Light Salone Innovation,,,0.055688866,0.061575594,0.045361776,0.072291969,0.0732422,0.073370895,0.205696011,0.094412103,0.083226509,0.092637739,0.105663467,0.094485405,0.0934024,0.113603996,0.118792771,0.132985494,0.124702839,0.121264312,0.154757747,0.176934909,0.145416289,0.142013912,0.170014709,0.148303965
560,Kalisaya Ltd.,,,0.051875245,0.070655186,0.040134331,0.081323664,0.093649878,0.068203778,0.236488337,0.096295521,0.093290899,0.098808839,0.115672023,0.096048546,0.096849512,0.108966191,0.114726347,0.124609506,0.121924016,0.115547072,0.156591091,0.158250331,0.137375039,0.172943974,0.147813239,0.13909777
612,CPI Technologies,,,0.062178438,0.070587181,0.045235089,0.066928898,0.067144669,0.06351007,0.273196955,0.107922803,0.078652547,0.085354035,0.108642642,0.076153862,0.083707081,0.099132479,0.104374621,0.13711652,0.103501068,0.088923821,0.116829783,0.161413431,0.143009731,0.126344523,0.154139863,0.140142926
143,ME SOLshare Ltd.,,,0.044172934,0.05993103,0.036527083,0.068857908,0.077249735,0.065275575,0.287378338,0.099043804,0.082885051,0.087864016,0.099985571,0.075995508,0.072252127,0.08494402,0.095683132,0.118650503,0.112163658,0.09390722,0.167334501,0.135451495,0.12615587,0.12455128,0.126934395,0.119715014
147,Solar Sister,,,0.03597083,0.035702767,0.050454993,0.037622045,0.053915438,0.053730362,0.235234723,0.062929861,0.060719734,0.045902012,0.069432424,0.049103298,0.058762281,0.066124533,0.061516368,0.090568779,0.070313877,0.062695326,0.093704801,0.121876537,0.127529698,0.118341123,0.092641971,0.084237312
820,Young Volunteers for the Environment,,,0.027639738,0.097558414,0.040832523,0.05172021,0.060390584,0.066183686,0.067991068,0.083310262,0.212566681,0.042727848,0.063089828,0.052591067,0.07753361,0.077795356,0.083807422,0.1011004,0.066606749,0.137424959,0.084291317,0.09552756,0.09290691,0.069075512,0.119098415,0.11270105
,,,,0,0,0,0,0,0,0,0.319109184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0.195083998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169760766,0
733,l‚ÄôINSTITUT SENEGALAIS DE RECHERCHES AGRICILES /CENTRE NATIONAL DE RECHERCHES FORESTIERES (ISRA/CNRF),,,0.000996124,0.001144453,0.000453063,0.00952284,0.001211786,0.000279035,0.000338211,0.007242207,0.001529825,0.000270856,0.001005428,0.000265288,0.00114684,0.000263111,0.000385571,7.15E-05,0.001145597,0.001139128,0.000527384,0.000291018,0.001135988,0.000940259,0.000546316,0.00058083
791,"Ministry of Environment and Forests, Coastal and Marine Pollution Management",,,0.002542137,0.002404692,0.002215434,0.000355775,0.000783396,0.00311026,0.00058857,0.00359317,0.003933591,0.000685987,0.001828159,0.003307956,0.006776302,0.000444104,0.000523727,0.001106746,0.000782338,0.002029201,0.00066471,0.001435108,0.002376209,0.000886351,0.001863027,0.007989086
1120,Conservaci√≥n Internacional Surinam,,,0.006789906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004035912,0,0,0,0,0,0,0,0,0
481,Instituto Nacional de Tecnolog√≠a Agropecuaria,,,0.001982026,0.001406971,0.000608071,0,0.001297231,0.000107994,0.000102851,0.000252249,0.000122251,0.000429418,0.000112427,0.000205073,0.001066875,0.001138092,0.00023861,0.000812287,0.00010139,0.000203024,0.000232312,0.009337676,0.000336254,0.001152656,0.001874919,0.000119931
730,Universidad Cat√≥lica del Tr√≥pico Seco (UCATSE) - Catholic University of the Dry Tropics,,,0.00026925,0.0006368,0.001113965,0,0.000244775,0,0,0.000135225,0.000149306,0.000174817,0.000280024,0.0022322,0.001130823,0.003021332,0.000297155,0.000289381,0.000252533,0.000247955,0.000141863,0.000225732,0.000269224,0.000266668,0.004525773,0.000450953
63,ECOPARQUE-El Colegio de la Frontera Norte,,,0.000552067,0.00017698,0.000803123,0,0.000520769,0,0.001311644,0.000643395,0,0,0,0,0.0009433,0,0.000984444,0,0,0,0,0,0,0,0.003369343,0
1010,Red de Guardianes de Semillas,,,0,0.000630676,0.001330181,0,0,9.93E-05,0,0,0.000427615,0,0.000206772,9.43E-05,0.001350311,0.000609187,0,0.001908341,0,0.000186697,0.000213631,0.00036591,0,0.000100394,0.001813399,0.000373676
1053,Jacigreen,,,0,0.000492736,0.000178305,0,0.000292181,0.00033725,0.000656957,0.000161283,0.001444227,0.000433431,0.001708483,0.001363839,0.001138472,0.000306338,0.00018063,0,0,0.000163316,0.000175863,0,0.001365008,0.00016529,0.000473235,0.001032031
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,Profonanpe,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Fundaci√≥n Azul Ambientalistas,,,0,0.000915865,0,0,0.00035852,9.84E-05,9.37E-05,9.71E-05,0,0.000260893,0,9.34E-05,0.000102529,0.000184393,0.000108726,0,0,0,0.000105856,0,9.85E-05,9.95E-05,0.000186018,0
1019,Aguatuya,,,0,0.000849845,0.000214253,0,0,0,0,0,0.000713785,0,0.000873839,0,0.000217495,0.000405934,0,0.000190805,0,0,0,0.000151711,0,0,0.0001973,0
207,"Pronatura Noroeste, A.C.",,,0.000123775,0.001374154,0.000467992,0,0,0,0.000141774,0.000146841,0,0,0,0,0.000319992,0,0.000386389,0,0,0.000139929,0,0,0.000297996,0.000537494,0.001161861,0
1070,√Årea Metropolitana del Valle de Aburr√°,,,0,0.000702363,0.00079682,0,0,0,0,0,0,0,0,0,0.000808879,0.000209943,0.000624009,0.000236539,0,0,0,0.000188075,0,0,0.000733772,0
1111,ProDelphinus,,,0,0.00202799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Red Mexicana de Organizaciones Campesinas Forestales A.C.,,,0,0.001944697,0,0,0.001702803,0,0,0.000939943,0,0,0,0,0,0,0.000575917,0,0,0,0,0,0,0,0.00013556,0
1104,Programa de Educaci√≥n Biol√≥gica-√Årea de Conservaci√≥n Guanacaste,,,0,0,0,0,0.00194328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,Salqa Per√∫,,,0,0,0,0,0.002388854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,Instituto de Ecolog√≠a Regional,,,0,0,0,0,0.002679029,0,0,0.001478817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Corporaci√≥n Agricultura Humana Colombia,,,0.000188471,0.00027392,0.000779759,0,0.004042923,9.23E-05,8.79E-05,0.001835165,0.000104512,0.000367109,0.000451048,0.000175316,0.001175923,0.00064362,0.000203988,0.000179924,8.67E-05,0.000173565,0.000198603,7.75E-05,0.000287463,0.000985403,0.001123545,0.000102528
1104,Programa de Educa√ß√£o Biol√≥gica-√Årea de Conserva√ß√£o de Guanacaste,,,0,0.003615389,0,0,0.003812947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,FUNDHAP- LIDERES SOCIALES DE LA TOLA,,,0,0.004643932,0.000501759,0,0.000766434,0,0,0.000240491,0,0,0,0,0.000509352,0,0,0,0,0,0,0,0,0,0.001017,0
755,"Servimeycal, S.A. de C.V.",,,0.000812037,0.002924989,0.000787544,0,0.000778724,0,0,0,0,0,0,0,0.000799462,0.000155624,0,0.002473942,0,0,0,0.000139414,0,0,0.00072523,0
1016,R√©seau Africain pour l'Education au D√©veloppement Durable.,,,0.000335546,0.00143386,0.000189081,0,0.001185509,0.000184246,0.000531534,7.80E-05,0.001292725,0,0.000636195,0,0,0,0,0.000225268,0,0.000173187,0,0,0.007448104,0,0.00017412,0
1099,Instituto de Ecologia Regional,,,0,0.002279584,0,0,0.008064534,0,0,0.001652709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009089966
1107,Asociaci√≥n Centro de Innovaci√≥n Cient√≠fica Amaz√≥nica,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01436598,0,0,0,0,0,0,0
1107,Associa√ß√£o Centro de Inova√ß√£o Cient√≠fica da Amaz√¥nia,,,0,0,0,0,0.001920852,0,0,0,0,0,0,0,0,0,0,0.015250594,0.009609385,0,0,0,0,0,0,0
1120,Conservation International Suriname,,,0.006112435,0.001959502,0,0,0.013075568,0,0,0,0,0,0,0,0,0,0.007266449,0,0,0,0,0,0,0,0,0
1132,profonanpe,,,0,0.001889896,0,0,0.006305547,0,0,0,0,0,0,0,0,0.025221109,0,0,0,0,0,0,0,0,0,0
1111,ProDelphinus,,,0,0.005540472,0,0,0.012323677,0,0,0,0,0,0,0,0,0.055454176,0,0,0,0,0,0,0,0,0,0
1117,Salqa Peru,,,0,0.004325241,0,0,0.009371907,0,0,0,0,0,0,0,0,0.072151697,0,0,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0.114944987,0,0,0,0,0,0.135948354,0,0,0,0,0,0,0,0,0,0
884,Nguna-Pele Marine and Land Protected Area Network,,,0.106599619,0.00868662,0.009680479,0.025512437,0.016718443,0.018711341,0.026656747,0.027609404,0.021356411,0.012297949,0.009659294,0.017619031,0.029159006,0.008691864,0.101437777,0.039335026,0.026278069,0.008866721,0.040084856,0.046978383,0.028014925,0.0189156,0.035073996,0.031083437
894,Kubulau Business and Development Committee,,,0.080844733,0.012183283,0.013577203,0.035782067,0.035334395,0.032894838,0.043721763,0.086477077,0.029953098,0.03488068,0.01354749,0.080193559,0.04782591,0.024652741,0.132931609,0.055168722,0.036855893,0.01243588,0.063374641,0.065888792,0.045949415,0.033253929,0.06176446,0.043595585
